support,itemsets
0.9956584659913169,frozenset({'Botox Treatment Experiences & Procedures'})
0.9435600578871202,frozenset({'Symptom Experience & Severity'})
0.9392185238784371,"frozenset({'Symptom Experience & Severity', 'Botox Treatment Experiences & Procedures'})"
0.6801736613603473,frozenset({'Deterioration indicators (worsening symptoms)'})
0.678726483357453,"frozenset({'Botox Treatment Experiences & Procedures', 'Deterioration indicators (worsening symptoms)'})"
0.6772793053545586,"frozenset({'Alternative Surgical Treatments/Diagnostics', 'Botox Treatment Experiences & Procedures'})"
0.6772793053545586,frozenset({'Alternative Surgical Treatments/Diagnostics'})
0.6729377713458755,"frozenset({'Symptom Experience & Severity', 'Deterioration indicators (worsening symptoms)'})"
0.6714905933429812,"frozenset({'Symptom Experience & Severity', 'Botox Treatment Experiences & Procedures', 'Deterioration indicators (worsening symptoms)'})"
0.6685962373371924,"frozenset({'Symptom Experience & Severity', 'Alternative Surgical Treatments/Diagnostics', 'Botox Treatment Experiences & Procedures'})"
0.6685962373371924,"frozenset({'Symptom Experience & Severity', 'Alternative Surgical Treatments/Diagnostics'})"
0.5904486251808972,"frozenset({'Improvement indicators (success, relief, reduced symptoms)'})"
0.5904486251808972,"frozenset({'Botox Treatment Experiences & Procedures', 'Improvement indicators (success, relief, reduced symptoms)'})"
0.5832127351664255,"frozenset({'Symptom Experience & Severity', 'Botox Treatment Experiences & Procedures', 'Improvement indicators (success, relief, reduced symptoms)'})"
0.5832127351664255,"frozenset({'Symptom Experience & Severity', 'Improvement indicators (success, relief, reduced symptoms)'})"
0.5340086830680174,"frozenset({'Alternative Surgical Treatments/Diagnostics', 'Deterioration indicators (worsening symptoms)'})"
0.5340086830680174,"frozenset({'Alternative Surgical Treatments/Diagnostics', 'Deterioration indicators (worsening symptoms)', 'Botox Treatment Experiences & Procedures'})"
0.532561505065123,"frozenset({'Symptom Experience & Severity', 'Alternative Surgical Treatments/Diagnostics', 'Deterioration indicators (worsening symptoms)'})"
0.516642547033285,frozenset({'Self-Treatment & Behavioral Interventions'})
0.516642547033285,"frozenset({'Botox Treatment Experiences & Procedures', 'Self-Treatment & Behavioral Interventions'})"
0.5036179450072359,"frozenset({'Symptom Experience & Severity', 'Botox Treatment Experiences & Procedures', 'Self-Treatment & Behavioral Interventions'})"
0.5036179450072359,"frozenset({'Symptom Experience & Severity', 'Self-Treatment & Behavioral Interventions'})"
0.47756874095513746,"frozenset({'Botox Treatment Experiences & Procedures', 'Deterioration indicators (worsening symptoms)', 'Improvement indicators (success, relief, reduced symptoms)'})"
0.47756874095513746,"frozenset({'Deterioration indicators (worsening symptoms)', 'Improvement indicators (success, relief, reduced symptoms)'})"
0.4761215629522431,"frozenset({'Symptom Experience & Severity', 'Deterioration indicators (worsening symptoms)', 'Improvement indicators (success, relief, reduced symptoms)'})"
0.4645441389290883,"frozenset({'Symptom Experience & Severity', 'Alternative Surgical Treatments/Diagnostics', 'Improvement indicators (success, relief, reduced symptoms)'})"
0.4645441389290883,"frozenset({'Alternative Surgical Treatments/Diagnostics', 'Botox Treatment Experiences & Procedures', 'Improvement indicators (success, relief, reduced symptoms)'})"
0.4645441389290883,"frozenset({'Alternative Surgical Treatments/Diagnostics', 'Improvement indicators (success, relief, reduced symptoms)'})"
0.426917510853835,"frozenset({'Alternative Surgical Treatments/Diagnostics', 'Botox Treatment Experiences & Procedures', 'Self-Treatment & Behavioral Interventions'})"
0.426917510853835,"frozenset({'Alternative Surgical Treatments/Diagnostics', 'Self-Treatment & Behavioral Interventions'})"
0.4196816208393632,"frozenset({'Symptom Experience & Severity', 'Alternative Surgical Treatments/Diagnostics', 'Self-Treatment & Behavioral Interventions'})"
0.41678726483357453,"frozenset({'Botox Treatment Experiences & Procedures', 'Deterioration indicators (worsening symptoms)', 'Self-Treatment & Behavioral Interventions'})"
0.41678726483357453,"frozenset({'Deterioration indicators (worsening symptoms)', 'Self-Treatment & Behavioral Interventions'})"
0.41678726483357453,"frozenset({'Symptom Experience & Severity', 'Deterioration indicators (worsening symptoms)', 'Self-Treatment & Behavioral Interventions'})"
0.39363241678726485,"frozenset({'Alternative Surgical Treatments/Diagnostics', 'Deterioration indicators (worsening symptoms)', 'Improvement indicators (success, relief, reduced symptoms)'})"
0.3791606367583213,"frozenset({'Improvement indicators (success, relief, reduced symptoms)', 'Self-Treatment & Behavioral Interventions'})"
0.3791606367583213,"frozenset({'Symptom Experience & Severity', 'Improvement indicators (success, relief, reduced symptoms)', 'Self-Treatment & Behavioral Interventions'})"
0.3791606367583213,"frozenset({'Botox Treatment Experiences & Procedures', 'Improvement indicators (success, relief, reduced symptoms)', 'Self-Treatment & Behavioral Interventions'})"
0.361794500723589,"frozenset({'Alternative Surgical Treatments/Diagnostics', 'Deterioration indicators (worsening symptoms)', 'Self-Treatment & Behavioral Interventions'})"
0.34876989869753977,"frozenset({'Botox Treatment Experiences & Procedures', 'Psychological Factors & Mental Health'})"
0.34876989869753977,frozenset({'Psychological Factors & Mental Health'})
0.34876989869753977,"frozenset({'Symptom Experience & Severity', 'Botox Treatment Experiences & Procedures', 'Psychological Factors & Mental Health'})"
0.34876989869753977,"frozenset({'Symptom Experience & Severity', 'Psychological Factors & Mental Health'})"
0.3342981186685962,"frozenset({'Alternative Surgical Treatments/Diagnostics', 'Improvement indicators (success, relief, reduced symptoms)', 'Self-Treatment & Behavioral Interventions'})"
0.33285094066570187,"frozenset({'Deterioration indicators (worsening symptoms)', 'Improvement indicators (success, relief, reduced symptoms)', 'Self-Treatment & Behavioral Interventions'})"
0.3068017366136035,"frozenset({'Alternative Surgical Treatments/Diagnostics', 'Psychological Factors & Mental Health'})"
0.3068017366136035,"frozenset({'Symptom Experience & Severity', 'Alternative Surgical Treatments/Diagnostics', 'Psychological Factors & Mental Health'})"
0.3068017366136035,"frozenset({'Alternative Surgical Treatments/Diagnostics', 'Botox Treatment Experiences & Procedures', 'Psychological Factors & Mental Health'})"
0.3053545586107091,"frozenset({'Symptom Experience & Severity', 'Deterioration indicators (worsening symptoms)', 'Psychological Factors & Mental Health'})"
0.3053545586107091,"frozenset({'Botox Treatment Experiences & Procedures', 'Deterioration indicators (worsening symptoms)', 'Psychological Factors & Mental Health'})"
0.3053545586107091,"frozenset({'Deterioration indicators (worsening symptoms)', 'Psychological Factors & Mental Health'})"
0.2778581765557164,"frozenset({'Alternative Surgical Treatments/Diagnostics', 'Deterioration indicators (worsening symptoms)', 'Psychological Factors & Mental Health'})"
0.2691751085383502,"frozenset({'Botox Treatment Experiences & Procedures', 'Improvement indicators (success, relief, reduced symptoms)', 'Psychological Factors & Mental Health'})"
0.2691751085383502,"frozenset({'Symptom Experience & Severity', 'Improvement indicators (success, relief, reduced symptoms)', 'Psychological Factors & Mental Health'})"
0.2691751085383502,"frozenset({'Improvement indicators (success, relief, reduced symptoms)', 'Psychological Factors & Mental Health'})"
0.25615050651230103,"frozenset({'Botox Treatment Experiences & Procedures', 'Self-Treatment & Behavioral Interventions', 'Psychological Factors & Mental Health'})"
0.25615050651230103,"frozenset({'Symptom Experience & Severity', 'Self-Treatment & Behavioral Interventions', 'Psychological Factors & Mental Health'})"
0.25615050651230103,"frozenset({'Self-Treatment & Behavioral Interventions', 'Psychological Factors & Mental Health'})"
0.24746743849493488,"frozenset({'Deterioration indicators (worsening symptoms)', 'Improvement indicators (success, relief, reduced symptoms)', 'Psychological Factors & Mental Health'})"
0.24312590448625182,"frozenset({'Alternative Surgical Treatments/Diagnostics', 'Improvement indicators (success, relief, reduced symptoms)', 'Psychological Factors & Mental Health'})"
0.23878437047756873,"frozenset({'Alternative Surgical Treatments/Diagnostics', 'Self-Treatment & Behavioral Interventions', 'Psychological Factors & Mental Health'})"
0.2301013024602026,"frozenset({'Deterioration indicators (worsening symptoms)', 'Self-Treatment & Behavioral Interventions', 'Psychological Factors & Mental Health'})"
0.22286541244573083,"frozenset({'Improvement indicators (success, relief, reduced symptoms)', 'Psychological Factors & Mental Health', 'Self-Treatment & Behavioral Interventions'})"
0.1678726483357453,frozenset({'Comorbidities'})
0.1678726483357453,"frozenset({'Comorbidities', 'Botox Treatment Experiences & Procedures', 'Symptom Experience & Severity'})"
0.1678726483357453,"frozenset({'Comorbidities', 'Botox Treatment Experiences & Procedures'})"
0.1678726483357453,"frozenset({'Symptom Experience & Severity', 'Comorbidities'})"
0.15918958031837915,"frozenset({'Comorbidities', 'Alternative Surgical Treatments/Diagnostics', 'Symptom Experience & Severity'})"
0.15918958031837915,"frozenset({'Comorbidities', 'Alternative Surgical Treatments/Diagnostics'})"
0.15918958031837915,"frozenset({'Comorbidities', 'Alternative Surgical Treatments/Diagnostics', 'Botox Treatment Experiences & Procedures'})"
0.15195369030390737,"frozenset({'Symptom Experience & Severity', 'Comorbidities', 'Deterioration indicators (worsening symptoms)'})"
0.15195369030390737,"frozenset({'Comorbidities', 'Deterioration indicators (worsening symptoms)'})"
0.15195369030390737,"frozenset({'Comorbidities', 'Botox Treatment Experiences & Procedures', 'Deterioration indicators (worsening symptoms)'})"
0.14616497829232997,"frozenset({'Comorbidities', 'Alternative Surgical Treatments/Diagnostics', 'Deterioration indicators (worsening symptoms)'})"
0.1389290882778582,"frozenset({'Comorbidities', 'Improvement indicators (success, relief, reduced symptoms)'})"
0.1389290882778582,"frozenset({'Symptom Experience & Severity', 'Comorbidities', 'Improvement indicators (success, relief, reduced symptoms)'})"
0.1389290882778582,"frozenset({'Comorbidities', 'Botox Treatment Experiences & Procedures', 'Improvement indicators (success, relief, reduced symptoms)'})"
0.13024602026049203,"frozenset({'Comorbidities', 'Deterioration indicators (worsening symptoms)', 'Improvement indicators (success, relief, reduced symptoms)'})"
0.13024602026049203,"frozenset({'Comorbidities', 'Alternative Surgical Treatments/Diagnostics', 'Improvement indicators (success, relief, reduced symptoms)'})"
0.12590448625180897,"frozenset({'Comorbidities', 'Self-Treatment & Behavioral Interventions'})"
0.12590448625180897,"frozenset({'Comorbidities', 'Botox Treatment Experiences & Procedures', 'Self-Treatment & Behavioral Interventions'})"
0.12590448625180897,"frozenset({'Symptom Experience & Severity', 'Comorbidities', 'Self-Treatment & Behavioral Interventions'})"
0.12301013024602026,"frozenset({'Comorbidities', 'Alternative Surgical Treatments/Diagnostics', 'Self-Treatment & Behavioral Interventions'})"
0.12011577424023155,"frozenset({'Comorbidities', 'Deterioration indicators (worsening symptoms)', 'Self-Treatment & Behavioral Interventions'})"
0.11577424023154848,"frozenset({'Comorbidities', 'Improvement indicators (success, relief, reduced symptoms)', 'Self-Treatment & Behavioral Interventions'})"
0.10130246020260492,"frozenset({'Comorbidities', 'Psychological Factors & Mental Health'})"
0.10130246020260492,"frozenset({'Symptom Experience & Severity', 'Comorbidities', 'Psychological Factors & Mental Health'})"
0.10130246020260492,"frozenset({'Comorbidities', 'Botox Treatment Experiences & Procedures', 'Psychological Factors & Mental Health'})"
0.09840810419681621,"frozenset({'Comorbidities', 'Deterioration indicators (worsening symptoms)', 'Psychological Factors & Mental Health'})"
0.09696092619392185,"frozenset({'Comorbidities', 'Alternative Surgical Treatments/Diagnostics', 'Psychological Factors & Mental Health'})"
0.09117221418234443,"frozenset({'Comorbidities', 'Improvement indicators (success, relief, reduced symptoms)', 'Psychological Factors & Mental Health'})"
0.08827785817655572,"frozenset({'Comorbidities', 'Self-Treatment & Behavioral Interventions', 'Psychological Factors & Mental Health'})"
