support,itemsets
0.9956268221574344,frozenset({'Botox Treatment Experiences & Procedures'})
0.9373177842565598,frozenset({'Symptom Experience & Severity'})
0.9329446064139941,"frozenset({'Symptom Experience & Severity', 'Botox Treatment Experiences & Procedures'})"
0.6618075801749271,frozenset({'Deterioration indicators (worsening symptoms)'})
0.6603498542274052,"frozenset({'Botox Treatment Experiences & Procedures', 'Deterioration indicators (worsening symptoms)'})"
0.6501457725947521,"frozenset({'Symptom Experience & Severity', 'Deterioration indicators (worsening symptoms)'})"
0.6486880466472303,"frozenset({'Symptom Experience & Severity', 'Botox Treatment Experiences & Procedures', 'Deterioration indicators (worsening symptoms)'})"
0.641399416909621,"frozenset({'Alternative Surgical Treatments/Diagnostics', 'Botox Treatment Experiences & Procedures'})"
0.641399416909621,frozenset({'Alternative Surgical Treatments/Diagnostics'})
0.6297376093294461,"frozenset({'Symptom Experience & Severity', 'Alternative Surgical Treatments/Diagnostics', 'Botox Treatment Experiences & Procedures'})"
0.6297376093294461,"frozenset({'Symptom Experience & Severity', 'Alternative Surgical Treatments/Diagnostics'})"
0.5379008746355685,"frozenset({'Botox Treatment Experiences & Procedures', 'Improvement indicators (success, relief, reduced symptoms)'})"
0.5379008746355685,"frozenset({'Improvement indicators (success, relief, reduced symptoms)'})"
0.5306122448979592,"frozenset({'Symptom Experience & Severity', 'Improvement indicators (success, relief, reduced symptoms)'})"
0.5306122448979592,"frozenset({'Symptom Experience & Severity', 'Botox Treatment Experiences & Procedures', 'Improvement indicators (success, relief, reduced symptoms)'})"
0.49854227405247814,"frozenset({'Alternative Surgical Treatments/Diagnostics', 'Botox Treatment Experiences & Procedures', 'Deterioration indicators (worsening symptoms)'})"
0.49854227405247814,"frozenset({'Alternative Surgical Treatments/Diagnostics', 'Deterioration indicators (worsening symptoms)'})"
0.4956268221574344,"frozenset({'Symptom Experience & Severity', 'Alternative Surgical Treatments/Diagnostics', 'Deterioration indicators (worsening symptoms)'})"
0.49416909620991256,frozenset({'Self-Treatment & Behavioral Interventions'})
0.49416909620991256,"frozenset({'Botox Treatment Experiences & Procedures', 'Self-Treatment & Behavioral Interventions'})"
0.47959183673469385,"frozenset({'Symptom Experience & Severity', 'Botox Treatment Experiences & Procedures', 'Self-Treatment & Behavioral Interventions'})"
0.47959183673469385,"frozenset({'Symptom Experience & Severity', 'Self-Treatment & Behavioral Interventions'})"
0.4358600583090379,"frozenset({'Improvement indicators (success, relief, reduced symptoms)', 'Deterioration indicators (worsening symptoms)'})"
0.4358600583090379,"frozenset({'Improvement indicators (success, relief, reduced symptoms)', 'Botox Treatment Experiences & Procedures', 'Deterioration indicators (worsening symptoms)'})"
0.43440233236151604,"frozenset({'Symptom Experience & Severity', 'Improvement indicators (success, relief, reduced symptoms)', 'Deterioration indicators (worsening symptoms)'})"
0.4096209912536443,"frozenset({'Alternative Surgical Treatments/Diagnostics', 'Botox Treatment Experiences & Procedures', 'Improvement indicators (success, relief, reduced symptoms)'})"
0.4096209912536443,"frozenset({'Alternative Surgical Treatments/Diagnostics', 'Improvement indicators (success, relief, reduced symptoms)'})"
0.4096209912536443,"frozenset({'Symptom Experience & Severity', 'Alternative Surgical Treatments/Diagnostics', 'Improvement indicators (success, relief, reduced symptoms)'})"
0.3979591836734694,"frozenset({'Alternative Surgical Treatments/Diagnostics', 'Botox Treatment Experiences & Procedures', 'Self-Treatment & Behavioral Interventions'})"
0.3979591836734694,"frozenset({'Alternative Surgical Treatments/Diagnostics', 'Self-Treatment & Behavioral Interventions'})"
0.3892128279883382,"frozenset({'Botox Treatment Experiences & Procedures', 'Deterioration indicators (worsening symptoms)', 'Self-Treatment & Behavioral Interventions'})"
0.3892128279883382,"frozenset({'Self-Treatment & Behavioral Interventions', 'Deterioration indicators (worsening symptoms)'})"
