support,itemsets
0.9924924924924925,frozenset({'Botox Treatment Experiences & Procedures'})
0.8933933933933934,frozenset({'Symptom Experience & Severity'})
0.8858858858858859,"frozenset({'Symptom Experience & Severity', 'Botox Treatment Experiences & Procedures'})"
0.5645645645645646,frozenset({'Deterioration indicators (worsening symptoms)'})
0.5630630630630631,"frozenset({'Deterioration indicators (worsening symptoms)', 'Botox Treatment Experiences & Procedures'})"
0.5435435435435435,"frozenset({'Deterioration indicators (worsening symptoms)', 'Symptom Experience & Severity'})"
0.5420420420420421,"frozenset({'Symptom Experience & Severity', 'Deterioration indicators (worsening symptoms)', 'Botox Treatment Experiences & Procedures'})"
0.5105105105105106,"frozenset({'Alternative Surgical Treatments/Diagnostics', 'Botox Treatment Experiences & Procedures'})"
0.5105105105105106,frozenset({'Alternative Surgical Treatments/Diagnostics'})
0.49099099099099097,"frozenset({'Alternative Surgical Treatments/Diagnostics', 'Symptom Experience & Severity'})"
0.49099099099099097,"frozenset({'Symptom Experience & Severity', 'Alternative Surgical Treatments/Diagnostics', 'Botox Treatment Experiences & Procedures'})"
0.36486486486486486,frozenset({'Self-Treatment & Behavioral Interventions'})
0.3633633633633634,"frozenset({'Self-Treatment & Behavioral Interventions', 'Botox Treatment Experiences & Procedures'})"
0.36036036036036034,"frozenset({'Improvement indicators (success, relief, reduced symptoms)'})"
0.36036036036036034,"frozenset({'Improvement indicators (success, relief, reduced symptoms)', 'Botox Treatment Experiences & Procedures'})"
0.35585585585585583,"frozenset({'Alternative Surgical Treatments/Diagnostics', 'Deterioration indicators (worsening symptoms)'})"
0.35585585585585583,"frozenset({'Alternative Surgical Treatments/Diagnostics', 'Deterioration indicators (worsening symptoms)', 'Botox Treatment Experiences & Procedures'})"
0.35285285285285284,"frozenset({'Improvement indicators (success, relief, reduced symptoms)', 'Symptom Experience & Severity'})"
0.35285285285285284,"frozenset({'Alternative Surgical Treatments/Diagnostics', 'Deterioration indicators (worsening symptoms)', 'Symptom Experience & Severity'})"
0.35285285285285284,"frozenset({'Improvement indicators (success, relief, reduced symptoms)', 'Symptom Experience & Severity', 'Botox Treatment Experiences & Procedures'})"
0.3483483483483483,"frozenset({'Self-Treatment & Behavioral Interventions', 'Symptom Experience & Severity'})"
0.34684684684684686,"frozenset({'Symptom Experience & Severity', 'Self-Treatment & Behavioral Interventions', 'Botox Treatment Experiences & Procedures'})"
0.26876876876876876,"frozenset({'Improvement indicators (success, relief, reduced symptoms)', 'Deterioration indicators (worsening symptoms)', 'Botox Treatment Experiences & Procedures'})"
0.26876876876876876,"frozenset({'Improvement indicators (success, relief, reduced symptoms)', 'Deterioration indicators (worsening symptoms)'})"
0.26576576576576577,"frozenset({'Improvement indicators (success, relief, reduced symptoms)', 'Deterioration indicators (worsening symptoms)', 'Symptom Experience & Severity'})"
0.2627627627627628,"frozenset({'Deterioration indicators (worsening symptoms)', 'Self-Treatment & Behavioral Interventions'})"
0.2627627627627628,"frozenset({'Deterioration indicators (worsening symptoms)', 'Symptom Experience & Severity', 'Self-Treatment & Behavioral Interventions'})"
0.2627627627627628,"frozenset({'Deterioration indicators (worsening symptoms)', 'Botox Treatment Experiences & Procedures', 'Self-Treatment & Behavioral Interventions'})"
0.2552552552552553,"frozenset({'Alternative Surgical Treatments/Diagnostics', 'Self-Treatment & Behavioral Interventions'})"
0.2552552552552553,"frozenset({'Alternative Surgical Treatments/Diagnostics', 'Botox Treatment Experiences & Procedures', 'Self-Treatment & Behavioral Interventions'})"
0.24774774774774774,"frozenset({'Alternative Surgical Treatments/Diagnostics', 'Symptom Experience & Severity', 'Self-Treatment & Behavioral Interventions'})"
0.24474474474474475,"frozenset({'Improvement indicators (success, relief, reduced symptoms)', 'Alternative Surgical Treatments/Diagnostics', 'Botox Treatment Experiences & Procedures'})"
0.24474474474474475,"frozenset({'Improvement indicators (success, relief, reduced symptoms)', 'Alternative Surgical Treatments/Diagnostics', 'Symptom Experience & Severity'})"
0.24474474474474475,"frozenset({'Improvement indicators (success, relief, reduced symptoms)', 'Alternative Surgical Treatments/Diagnostics'})"
0.23723723723723725,frozenset({'Psychological Factors & Mental Health'})
0.23723723723723725,"frozenset({'Psychological Factors & Mental Health', 'Botox Treatment Experiences & Procedures'})"
0.23573573573573572,"frozenset({'Psychological Factors & Mental Health', 'Symptom Experience & Severity', 'Botox Treatment Experiences & Procedures'})"
0.23573573573573572,"frozenset({'Psychological Factors & Mental Health', 'Symptom Experience & Severity'})"
0.2012012012012012,"frozenset({'Alternative Surgical Treatments/Diagnostics', 'Deterioration indicators (worsening symptoms)', 'Self-Treatment & Behavioral Interventions'})"
0.19369369369369369,"frozenset({'Improvement indicators (success, relief, reduced symptoms)', 'Alternative Surgical Treatments/Diagnostics', 'Deterioration indicators (worsening symptoms)'})"
0.1906906906906907,"frozenset({'Psychological Factors & Mental Health', 'Deterioration indicators (worsening symptoms)', 'Botox Treatment Experiences & Procedures'})"
0.1906906906906907,"frozenset({'Psychological Factors & Mental Health', 'Deterioration indicators (worsening symptoms)'})"
0.1891891891891892,"frozenset({'Psychological Factors & Mental Health', 'Deterioration indicators (worsening symptoms)', 'Symptom Experience & Severity'})"
0.18468468468468469,"frozenset({'Improvement indicators (success, relief, reduced symptoms)', 'Self-Treatment & Behavioral Interventions', 'Botox Treatment Experiences & Procedures'})"
0.18468468468468469,"frozenset({'Improvement indicators (success, relief, reduced symptoms)', 'Self-Treatment & Behavioral Interventions'})"
0.18468468468468469,"frozenset({'Improvement indicators (success, relief, reduced symptoms)', 'Self-Treatment & Behavioral Interventions', 'Symptom Experience & Severity'})"
0.17417417417417416,"frozenset({'Psychological Factors & Mental Health', 'Alternative Surgical Treatments/Diagnostics'})"
0.17417417417417416,"frozenset({'Psychological Factors & Mental Health', 'Alternative Surgical Treatments/Diagnostics', 'Botox Treatment Experiences & Procedures'})"
0.17417417417417416,"frozenset({'Psychological Factors & Mental Health', 'Alternative Surgical Treatments/Diagnostics', 'Symptom Experience & Severity'})"
0.15315315315315314,"frozenset({'Psychological Factors & Mental Health', 'Alternative Surgical Treatments/Diagnostics', 'Deterioration indicators (worsening symptoms)'})"
0.15315315315315314,"frozenset({'Improvement indicators (success, relief, reduced symptoms)', 'Alternative Surgical Treatments/Diagnostics', 'Self-Treatment & Behavioral Interventions'})"
0.15165165165165165,"frozenset({'Improvement indicators (success, relief, reduced symptoms)', 'Deterioration indicators (worsening symptoms)', 'Self-Treatment & Behavioral Interventions'})"
0.14414414414414414,"frozenset({'Psychological Factors & Mental Health', 'Self-Treatment & Behavioral Interventions', 'Botox Treatment Experiences & Procedures'})"
0.14414414414414414,"frozenset({'Psychological Factors & Mental Health', 'Self-Treatment & Behavioral Interventions', 'Symptom Experience & Severity'})"
0.14414414414414414,"frozenset({'Psychological Factors & Mental Health', 'Self-Treatment & Behavioral Interventions'})"
0.12462462462462462,"frozenset({'Psychological Factors & Mental Health', 'Deterioration indicators (worsening symptoms)', 'Self-Treatment & Behavioral Interventions'})"
0.12312312312312312,"frozenset({'Improvement indicators (success, relief, reduced symptoms)', 'Psychological Factors & Mental Health'})"
0.12312312312312312,"frozenset({'Improvement indicators (success, relief, reduced symptoms)', 'Psychological Factors & Mental Health', 'Botox Treatment Experiences & Procedures'})"
0.12162162162162163,"frozenset({'Psychological Factors & Mental Health', 'Alternative Surgical Treatments/Diagnostics', 'Self-Treatment & Behavioral Interventions'})"
0.12162162162162163,"frozenset({'Improvement indicators (success, relief, reduced symptoms)', 'Psychological Factors & Mental Health', 'Symptom Experience & Severity'})"
0.11261261261261261,"frozenset({'Improvement indicators (success, relief, reduced symptoms)', 'Psychological Factors & Mental Health', 'Deterioration indicators (worsening symptoms)'})"
0.1021021021021021,"frozenset({'Improvement indicators (success, relief, reduced symptoms)', 'Psychological Factors & Mental Health', 'Alternative Surgical Treatments/Diagnostics'})"
0.09309309309309309,"frozenset({'Symptom Experience & Severity', 'Comorbidities'})"
0.09309309309309309,"frozenset({'Comorbidities', 'Botox Treatment Experiences & Procedures'})"
0.09309309309309309,"frozenset({'Comorbidities', 'Symptom Experience & Severity', 'Botox Treatment Experiences & Procedures'})"
0.09309309309309309,frozenset({'Comorbidities'})
0.09009009009009009,"frozenset({'Improvement indicators (success, relief, reduced symptoms)', 'Psychological Factors & Mental Health', 'Self-Treatment & Behavioral Interventions'})"
0.08108108108108109,"frozenset({'Deterioration indicators (worsening symptoms)', 'Comorbidities'})"
0.08108108108108109,"frozenset({'Comorbidities', 'Deterioration indicators (worsening symptoms)', 'Botox Treatment Experiences & Procedures'})"
0.08108108108108109,"frozenset({'Symptom Experience & Severity', 'Deterioration indicators (worsening symptoms)', 'Comorbidities'})"
0.07807807807807808,"frozenset({'Alternative Surgical Treatments/Diagnostics', 'Comorbidities'})"
0.07807807807807808,"frozenset({'Symptom Experience & Severity', 'Alternative Surgical Treatments/Diagnostics', 'Comorbidities'})"
0.07807807807807808,"frozenset({'Comorbidities', 'Alternative Surgical Treatments/Diagnostics', 'Botox Treatment Experiences & Procedures'})"
0.07057057057057058,"frozenset({'Alternative Surgical Treatments/Diagnostics', 'Deterioration indicators (worsening symptoms)', 'Comorbidities'})"
0.06156156156156156,"frozenset({'Self-Treatment & Behavioral Interventions', 'Comorbidities'})"
0.06156156156156156,"frozenset({'Comorbidities', 'Self-Treatment & Behavioral Interventions', 'Botox Treatment Experiences & Procedures'})"
0.06156156156156156,"frozenset({'Symptom Experience & Severity', 'Self-Treatment & Behavioral Interventions', 'Comorbidities'})"
0.057057057057057055,"frozenset({'Improvement indicators (success, relief, reduced symptoms)', 'Comorbidities'})"
0.057057057057057055,"frozenset({'Deterioration indicators (worsening symptoms)', 'Comorbidities', 'Self-Treatment & Behavioral Interventions'})"
0.057057057057057055,"frozenset({'Improvement indicators (success, relief, reduced symptoms)', 'Comorbidities', 'Botox Treatment Experiences & Procedures'})"
0.057057057057057055,"frozenset({'Improvement indicators (success, relief, reduced symptoms)', 'Symptom Experience & Severity', 'Comorbidities'})"
0.05405405405405406,"frozenset({'Alternative Surgical Treatments/Diagnostics', 'Comorbidities', 'Self-Treatment & Behavioral Interventions'})"
0.052552552552552555,"frozenset({'Improvement indicators (success, relief, reduced symptoms)', 'Alternative Surgical Treatments/Diagnostics', 'Comorbidities'})"
0.052552552552552555,"frozenset({'Improvement indicators (success, relief, reduced symptoms)', 'Deterioration indicators (worsening symptoms)', 'Comorbidities'})"
0.046546546546546545,"frozenset({'Psychological Factors & Mental Health', 'Comorbidities'})"
0.046546546546546545,"frozenset({'Psychological Factors & Mental Health', 'Symptom Experience & Severity', 'Comorbidities'})"
0.046546546546546545,"frozenset({'Psychological Factors & Mental Health', 'Comorbidities', 'Botox Treatment Experiences & Procedures'})"
0.04504504504504504,"frozenset({'Psychological Factors & Mental Health', 'Deterioration indicators (worsening symptoms)', 'Comorbidities'})"
0.04354354354354354,"frozenset({'Psychological Factors & Mental Health', 'Self-Treatment & Behavioral Interventions', 'Comorbidities'})"
0.042042042042042045,"frozenset({'Improvement indicators (success, relief, reduced symptoms)', 'Self-Treatment & Behavioral Interventions', 'Comorbidities'})"
0.03753753753753754,"frozenset({'Psychological Factors & Mental Health', 'Alternative Surgical Treatments/Diagnostics', 'Comorbidities'})"
0.03153153153153153,"frozenset({'Improvement indicators (success, relief, reduced symptoms)', 'Psychological Factors & Mental Health', 'Comorbidities'})"
